"日期","0号柴油销量（升）","0号柴油价差","石化站价格","竞争站价格"
2023-01-01,2501.79,0.86,"7.20",6.34
2023-01-02,2922.73,0.86,"7.20",6.34
2023-01-03,6494.18,0.86,"7.20",6.34
2023-01-04,3053.70,1.07,"7.41",6.34
2023-01-05,3989.88,1.07,"7.41",6.34
2023-01-06,5191.91,1.07,"7.41",6.34
2023-01-07,3706.22,1.07,"7.41",6.34
2023-01-08,2097.88,1.07,"7.41",6.34
2023-01-09,3514.56,1.07,"7.41",6.34
2023-01-10,4815.64,1.07,"7.41",6.34
2023-01-11,4614.74,1.07,"7.41",6.34
2023-01-12,3065.83,1.07,"7.41",6.34
2023-01-13,2779.00,1.07,"7.41",6.34
2023-01-14,2112.02,1.07,"7.41",6.34
2023-01-15,2172.21,1.07,"7.41",6.34
2023-01-16,2351.64,1.07,"7.41",6.34
2023-01-17,4525.61,1.07,"7.41",6.34
2023-01-18,2134.08,0.90,"7.24",6.34
2023-01-19,926.11,0.90,"7.24",6.34
2023-01-20,3409.12,0.90,"7.24",6.34
2023-01-21,873.74,0.90,"7.24",6.34
2023-01-22,164.12,0.90,"7.24",6.34
2023-01-23,563.32,0.90,"7.24",6.34
2023-01-24,1565.71,0.90,"7.24",6.34
2023-01-25,1092.57,0.90,"7.24",6.34
2023-01-26,1139.91,0.90,"7.24",6.34
2023-01-27,1713.50,0.90,"7.24",6.34
2023-01-28,1442.82,0.90,"7.24",6.34
2023-01-29,1711.68,0.90,"7.24",6.34
2023-01-30,2520.54,0.90,"7.24",6.34
2023-01-31,4992.00,0.90,"7.24",6.34
2023-02-01,2239.87,0.90,"7.24",6.34
2023-02-02,3199.94,0.90,"7.24",6.34
2023-02-03,6124.63,0.90,"7.24",6.34
2023-02-04,3574.52,1.07,"7.41",6.34
2023-02-05,2604.48,1.07,"7.41",6.34
2023-02-06,1320.44,1.07,"7.41",6.34
2023-02-07,3864.77,1.07,"7.41",6.34
2023-02-08,3482.63,1.07,"7.41",6.34
2023-02-09,2147.12,1.07,"7.41",6.34
2023-02-10,4994.78,1.07,"7.41",6.34
2023-02-11,2466.62,1.07,"7.41",6.34
2023-02-12,2046.49,1.07,"7.41",6.34
2023-02-13,3764.99,1.07,"7.41",6.34
2023-02-14,5335.81,1.07,"7.41",6.34
2023-02-15,3331.69,1.07,"7.41",6.34
2023-02-16,5443.89,1.07,"7.41",6.34
2023-02-17,5728.55,1.07,"7.41",6.34
2023-02-18,3287.02,1.07,"7.41",6.34
2023-02-19,1636.45,1.07,"7.41",6.34
2023-02-20,3178.10,1.07,"7.41",6.34
2023-02-21,5300.10,1.07,"7.41",6.34
2023-02-22,3188.61,1.07,"7.41",6.34
2023-02-23,3139.29,1.07,"7.41",6.34
2023-02-24,4639.73,1.07,"7.41",6.34
2023-02-25,3587.04,1.07,"7.41",6.34
2023-02-26,2872.88,1.07,"7.41",6.34
2023-02-27,4281.46,1.07,"7.41",6.34
2023-02-28,5374.10,1.07,"7.41",6.34
2023-03-01,3266.66,1.07,"7.41",6.34
2023-03-02,4260.73,1.07,"7.41",6.34
2023-03-03,5607.31,1.07,"7.41",6.34
2023-03-04,2734.53,1.07,"7.41",6.34
2023-03-05,2984.54,1.07,"7.41",6.34
2023-03-06,3287.92,1.07,"7.41",6.34
2023-03-07,5243.54,1.07,"7.41",6.34
2023-03-08,2912.69,1.07,"7.41",6.34
2023-03-09,3939.13,1.07,"7.41",6.34
2023-03-10,4862.57,1.07,"7.41",6.34
2023-03-11,3433.42,1.07,"7.41",6.34
2023-03-12,2637.80,1.07,"7.41",6.34
2023-03-13,4172.39,1.07,"7.41",6.34
2023-03-14,7658.90,1.07,"7.41",6.34
2023-03-15,2894.80,1.07,"7.41",6.34
2023-03-16,4137.34,1.07,"7.41",6.34
2023-03-17,4796.52,1.07,"7.41",6.34
2023-03-18,2787.14,0.99,"7.33",6.34
2023-03-19,2844.55,0.99,"7.33",6.34
2023-03-20,3656.80,0.99,"7.33",6.34
2023-03-21,4830.59,0.99,"7.33",6.34
2023-03-22,2026.05,0.99,"7.33",6.34
2023-03-23,6999.81,0.99,"7.33",6.34
2023-03-24,5784.66,0.99,"7.33",6.34
2023-03-25,2334.03,0.99,"7.33",6.34
2023-03-26,2662.34,0.99,"7.33",6.34
2023-03-27,4177.37,0.99,"7.33",6.34
2023-03-28,4757.26,0.99,"7.33",6.34
2023-03-29,2676.40,0.99,"7.33",6.34
2023-03-30,3245.09,0.99,"7.33",6.34
2023-03-31,3999.15,0.99,"7.33",6.34
2023-04-01,4477.72,0.72,"7.06",6.34
2023-04-02,2112.56,0.72,"7.06",6.34
2023-04-03,3177.02,0.72,"7.06",6.34
2023-04-04,3647.60,0.72,"7.06",6.34
2023-04-05,1317.24,0.72,"7.06",6.34
2023-04-06,3998.04,0.72,"7.06",6.34
2023-04-07,5211.72,0.72,"7.06",6.34
2023-04-08,2078.66,0.72,"7.06",6.34
2023-04-09,2360.33,0.72,"7.06",6.34
2023-04-10,2746.57,0.72,"7.06",6.34
2023-04-11,4992.86,0.72,"7.06",6.34
2023-04-12,7903.01,0.72,"7.06",6.34
2023-04-13,3668.05,0.72,"7.06",6.34
2023-04-14,7615.96,0.72,"7.06",6.34
2023-04-15,3526.95,0.72,"7.06",6.34
2023-04-16,3752.85,0.72,"7.06",6.34
2023-04-17,6732.92,0.72,"7.06",6.34
2023-04-18,3625.51,1.17,"7.51",6.34
2023-04-19,2605.93,1.17,"7.51",6.34
2023-04-20,3793.08,1.17,"7.51",6.34
2023-04-21,4833.76,1.17,"7.51",6.34
2023-04-22,1439.90,1.17,"7.51",6.34
2023-04-23,2447.13,1.17,"7.51",6.34
2023-04-24,3241.61,1.17,"7.51",6.34
2023-04-25,5281.64,1.17,"7.51",6.34
2023-04-26,2842.10,1.17,"7.51",6.34
2023-04-27,2565.52,1.17,"7.51",6.34
2023-04-28,4815.82,1.17,"7.51",6.34
2023-04-29,3138.95,1.03,"7.37",6.34
2023-04-30,2589.79,1.03,"7.37",6.34
2023-05-01,1004.62,1.03,"7.37",6.34
2023-05-02,4053.09,1.03,"7.37",6.34
2023-05-03,1753.18,1.03,"7.37",6.34
2023-05-04,3198.24,1.03,"7.37",6.34
2023-05-05,3771.80,1.03,"7.37",6.34
2023-05-06,5728.22,1.03,"7.37",6.34
2023-05-07,1872.37,1.03,"7.37",6.34
2023-05-08,3016.72,1.03,"7.37",6.34
2023-05-09,5098.70,1.03,"7.37",6.34
2023-05-10,2236.77,1.03,"7.37",6.34
2023-05-11,4411.41,1.03,"7.37",6.34
2023-05-12,5349.09,1.03,"7.37",6.34
2023-05-13,2384.19,1.03,"7.37",6.34
2023-05-14,1818.86,1.03,"7.37",6.34
2023-05-15,3560.50,1.03,"7.37",6.34
2023-05-16,6353.29,1.03,"7.37",6.34
2023-05-17,3437.21,0.72,"7.06",6.34
2023-05-18,3245.87,0.72,"7.06",6.34
2023-05-19,4490.15,0.72,"7.06",6.34
2023-05-20,2659.72,0.72,"7.06",6.34
2023-05-21,2939.25,0.72,"7.06",6.34
2023-05-22,2542.27,0.72,"7.06",6.34
2023-05-23,4549.86,0.72,"7.06",6.34
2023-05-24,4399.91,0.72,"7.06",6.34
2023-05-25,2786.91,0.72,"7.06",6.34
2023-05-26,4165.12,0.72,"7.06",6.34
2023-05-27,3075.75,0.72,"7.06",6.34
2023-05-28,1995.73,0.72,"7.06",6.34
2023-05-29,3117.31,0.72,"7.06",6.34
2023-05-30,6256.95,0.72,"7.06",6.34
2023-05-31,3164.37,0.80,"7.14",6.34
2023-06-01,5228.14,0.80,"7.14",6.34
2023-06-02,5448.77,0.80,"7.14",6.34
2023-06-03,2900.32,0.80,"7.14",6.34
2023-06-04,3124.52,0.80,"7.14",6.34
2023-06-05,2637.47,0.80,"7.14",6.34
2023-06-06,5414.51,0.80,"7.14",6.34
2023-06-07,2980.69,0.80,"7.14",6.34
2023-06-08,3805.76,0.80,"7.14",6.34
2023-06-09,5506.61,0.80,"7.14",6.34
2023-06-10,3133.85,0.80,"7.14",6.34
2023-06-11,2331.72,0.80,"7.14",6.34
2023-06-12,4299.82,0.80,"7.14",6.34
2023-06-13,5317.18,0.80,"7.14",6.34
2023-06-14,2659.50,0.76,"7.10",6.34
2023-06-15,4555.64,0.76,"7.10",6.34
2023-06-16,4480.04,0.76,"7.10",6.34
2023-06-17,2778.44,0.76,"7.10",6.34
2023-06-18,1386.81,0.76,"7.10",6.34
2023-06-19,2981.38,0.76,"7.10",6.34
2023-06-20,6238.58,0.76,"7.10",6.34
2023-06-21,2295.17,0.76,"7.10",6.34
2023-06-22,1766.64,0.76,"7.10",6.34
2023-06-23,3719.94,0.76,"7.10",6.34
2023-06-24,2471.85,0.76,"7.10",6.34
2023-06-25,1376.03,0.76,"7.10",6.34
2023-06-26,3736.84,0.76,"7.10",6.34
2023-06-27,4471.62,0.76,"7.10",6.34
2023-06-28,3126.79,0.76,"7.10",6.34
2023-06-29,3866.86,0.82,"7.16",6.34
2023-06-30,3726.10,0.82,"7.16",6.34
2023-07-01,2421.31,0.82,"7.16",6.34
2023-07-02,2534.55,0.82,"7.16",6.34
2023-07-03,4303.37,0.82,"7.16",6.34
2023-07-04,4341.64,0.82,"7.16",6.34
2023-07-05,3140.76,0.82,"7.16",6.34
2023-07-06,5761.03,0.82,"7.16",6.34
2023-07-07,5160.23,0.82,"7.16",6.34
2023-07-08,1525.80,0.82,"7.16",6.34
2023-07-09,2050.17,0.82,"7.16",6.34
2023-07-10,1852.24,0.82,"7.16",6.34
2023-07-11,5464.70,0.82,"7.16",6.34
2023-07-12,5485.81,0.82,"7.16",6.34
2023-07-13,4066.15,0.95,"7.29",6.34
2023-07-14,4642.59,0.95,"7.29",6.34
2023-07-15,2356.82,0.95,"7.29",6.34
2023-07-16,1390.31,0.95,"7.29",6.34
2023-07-17,2296.03,0.95,"7.29",6.34
2023-07-18,4667.08,0.95,"7.29",6.34
2023-07-19,1947.96,0.95,"7.29",6.34
2023-07-20,3657.56,0.95,"7.29",6.34
2023-07-21,4435.34,0.95,"7.29",6.34
2023-07-22,1816.86,0.95,"7.29",6.34
2023-07-23,1596.48,0.95,"7.29",6.34
2023-07-24,3585.35,0.95,"7.29",6.34
2023-07-25,5383.37,0.95,"7.29",6.34
2023-07-26,4943.72,0.95,"7.29",6.34
2023-07-27,2435.22,1.17,"7.51",6.34
2023-07-28,4437.78,1.17,"7.51",6.34
2023-07-29,3303.71,1.17,"7.51",6.34
2023-07-30,2142.63,1.17,"7.51",6.34
2023-07-31,3773.28,1.17,"7.51",6.34
2023-08-01,4103.70,1.17,"7.51",6.34
2023-08-02,2883.30,1.17,"7.51",6.34
2023-08-03,3627.79,1.17,"7.51",6.34
2023-08-04,6476.75,1.17,"7.51",6.34
2023-08-05,2913.15,1.17,"7.51",6.34
2023-08-06,3189.64,1.17,"7.51",6.34
2023-08-07,3386.05,1.17,"7.51",6.34
2023-08-08,7281.80,1.17,"7.51",6.34
2023-08-09,3674.43,1.17,"7.51",6.34
2023-08-10,3223.90,1.37,"7.71",6.34
2023-08-11,5204.33,1.37,"7.71",6.34
2023-08-12,2742.50,1.37,"7.71",6.34
2023-08-13,1282.22,1.37,"7.71",6.34
2023-08-14,2654.57,1.37,"7.71",6.34
2023-08-15,5463.52,1.37,"7.71",6.34
2023-08-16,3286.61,1.37,"7.71",6.34
2023-08-17,2366.57,1.37,"7.71",6.34
2023-08-18,5059.71,1.37,"7.71",6.34
2023-08-19,1659.10,1.37,"7.71",6.34
2023-08-20,1617.82,1.37,"7.71",6.34
2023-08-21,3315.44,1.37,"7.71",6.34
2023-08-22,4605.39,1.37,"7.71",6.34
2023-08-23,3396.07,1.37,"7.71",6.34
2023-08-24,3085.64,1.41,"7.75",6.34
2023-08-25,7583.72,1.41,"7.75",6.34
2023-08-26,3143.97,1.41,"7.75",6.34
2023-08-27,2167.50,1.41,"7.75",6.34
2023-08-28,3632.53,1.41,"7.75",6.34
2023-08-29,4820.08,1.41,"7.75",6.34
2023-08-30,2822.45,1.41,"7.75",6.34
2023-08-31,3516.74,1.41,"7.75",6.34
2023-09-01,5968.61,1.41,"7.75",6.34
2023-09-02,3253.32,1.41,"7.75",6.34
2023-09-03,2063.78,1.41,"7.75",6.34
2023-09-04,4822.61,1.41,"7.75",6.34
2023-09-05,5891.24,1.41,"7.75",6.34
2023-09-06,3657.79,1.41,"7.75",6.34
2023-09-07,3706.25,1.41,"7.75",6.34
2023-09-08,5602.46,1.41,"7.75",6.34
2023-09-09,2221.91,1.41,"7.75",6.34
2023-09-10,2053.34,1.41,"7.75",6.34
2023-09-11,7229.24,1.41,"7.75",6.34
2023-09-12,7483.48,1.41,"7.75",6.34
2023-09-13,3301.17,1.41,"7.75",6.34
2023-09-14,7941.01,1.41,"7.75",6.34
2023-09-15,7849.92,1.41,"7.75",6.34
2023-09-16,3476.53,1.41,"7.75",6.34
2023-09-17,2149.24,1.41,"7.75",6.34
2023-09-18,3536.48,1.41,"7.75",6.34
2023-09-19,10028.87,1.41,"7.75",6.34
2023-09-20,5309.00,1.41,"7.75",6.34
2023-09-21,3132.93,1.73,"8.07",6.34
2023-09-22,3372.61,1.73,"8.07",6.34
2023-09-23,2360.98,1.73,"8.07",6.34
2023-09-24,1445.16,1.73,"8.07",6.34
2023-09-25,2743.67,1.73,"8.07",6.34
2023-09-26,5096.61,1.73,"8.07",6.34
2023-09-27,3716.42,1.73,"8.07",6.34
2023-09-28,5689.36,1.73,"8.07",6.34
2023-09-29,3173.69,1.73,"8.07",6.34
2023-09-30,1455.50,1.73,"8.07",6.34
2023-10-01,1452.00,1.73,"8.07",6.34
2023-10-02,1581.52,1.73,"8.07",6.34
2023-10-03,3362.67,1.73,"8.07",6.34
2023-10-04,2027.47,1.73,"8.07",6.34
2023-10-05,3469.32,1.73,"8.07",6.34
2023-10-06,3598.58,1.73,"8.07",6.34
2023-10-07,1641.49,1.73,"8.07",6.34
2023-10-08,3188.93,1.73,"8.07",6.34
2023-10-09,4097.52,1.73,"8.07",6.34
2023-10-10,5970.89,1.73,"8.07",6.34
2023-10-11,2857.05,1.66,"8.00",6.34
2023-10-12,3782.94,1.66,"8.00",6.34
2023-10-13,5288.53,1.66,"8.00",6.34
2023-10-14,1741.93,1.66,"8.00",6.34
2023-10-15,2910.10,1.66,"8.00",6.34
2023-10-16,3137.33,1.66,"8.00",6.34
2023-10-17,5749.66,1.66,"8.00",6.34
2023-10-18,2977.93,1.66,"8.00",6.34
2023-10-19,2584.05,1.66,"8.00",6.34
2023-10-20,4420.31,1.66,"8.00",6.34
2023-10-21,2608.62,1.66,"8.00",6.34
2023-10-22,2005.26,1.66,"8.00",6.34
2023-10-23,3893.64,1.66,"8.00",6.34
2023-10-24,5786.74,1.66,"8.00",6.34
2023-10-25,4039.68,1.60,"7.94",6.34
2023-10-26,3161.26,1.60,"7.94",6.34
2023-10-27,5483.83,1.60,"7.94",6.34
2023-10-28,1653.06,1.60,"7.94",6.34
2023-10-29,1731.42,1.60,"7.94",6.34
2023-10-30,2831.34,1.60,"7.94",6.34
2023-10-31,6057.65,1.60,"7.94",6.34
2023-11-01,3010.07,1.60,"7.94",6.34
2023-11-02,2376.35,1.60,"7.94",6.34
2023-11-03,4832.31,1.60,"7.94",6.34
2023-11-04,1524.47,1.60,"7.94",6.34
2023-11-05,3171.06,1.60,"7.94",6.34
2023-11-06,2425.28,1.60,"7.94",6.34
2023-11-07,5914.57,1.60,"7.94",6.34
2023-11-08,2527.51,1.49,"7.83",6.34
2023-11-09,3228.99,1.49,"7.83",6.34
2023-11-10,4605.53,1.49,"7.83",6.34
2023-11-11,3523.67,1.49,"7.83",6.34
2023-11-12,1824.67,1.49,"7.83",6.34
2023-11-13,5698.53,1.49,"7.83",6.34
2023-11-14,5816.75,1.49,"7.83",6.34
2023-11-15,4401.60,1.49,"7.83",6.34
2023-11-16,3155.92,1.49,"7.83",6.34
2023-11-17,5009.89,1.49,"7.83",6.34
2023-11-18,3092.74,1.49,"7.83",6.34
2023-11-19,3365.94,1.49,"7.83",6.34
2023-11-20,3080.70,1.49,"7.83",6.34
2023-11-21,5346.69,1.49,"7.83",6.34
2023-11-22,3759.04,1.21,"7.55",6.34
2023-11-23,3341.12,1.21,"7.55",6.34
2023-11-24,5958.71,1.21,"7.55",6.34
2023-11-25,1659.95,1.21,"7.55",6.34
2023-11-26,3467.71,1.21,"7.55",6.34
2023-11-27,3021.43,1.21,"7.55",6.34
2023-11-28,8820.90,1.21,"7.55",6.34
2023-11-29,3056.02,1.21,"7.55",6.34
2023-11-30,3812.95,1.21,"7.55",6.34
2023-12-01,5085.44,1.21,"7.55",6.34
2023-12-02,1990.79,1.21,"7.55",6.34
2023-12-03,2938.71,1.21,"7.55",6.34
2023-12-04,4107.45,1.21,"7.55",6.34
2023-12-05,8189.67,1.21,"7.55",6.34
2023-12-06,5035.49,1.16,"7.50",6.34
2023-12-07,4082.75,1.16,"7.50",6.34
2023-12-08,6408.72,1.16,"7.50",6.34
2023-12-09,2024.10,1.16,"7.50",6.34
2023-12-10,2307.09,1.16,"7.50",6.34
2023-12-11,4313.88,1.16,"7.50",6.34
2023-12-12,4784.93,1.16,"7.50",6.34
2023-12-13,3990.32,1.16,"7.50",6.34
2023-12-14,3436.29,1.16,"7.50",6.34
2023-12-15,6010.36,1.16,"7.50",6.34
2023-12-16,2039.97,1.16,"7.50",6.34
2023-12-17,3456.81,1.16,"7.50",6.34
2023-12-18,3596.98,1.16,"7.50",6.34
2023-12-19,4268.81,1.16,"7.50",6.34
2023-12-20,5154.84,0.82,"7.16",6.34
2023-12-21,4459.98,0.82,"7.16",6.34
2023-12-22,4683.69,0.82,"7.16",6.34
2023-12-23,2281.86,0.82,"7.16",6.34
2023-12-24,3137.77,0.82,"7.16",6.34
2023-12-25,2639.65,0.82,"7.16",6.34
2023-12-26,5812.02,0.82,"7.16",6.34
2023-12-27,2737.83,0.82,"7.16",6.34
2023-12-28,3356.31,0.82,"7.16",6.34
2023-12-29,4732.64,0.82,"7.16",6.34
2023-12-30,2335.15,0.82,"7.16",6.34
2023-12-31,2982.45,0.82,"7.16",6.34
